#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  ,#  
1957,930,691,1788,913,2410,452,1180,1278,1156,1164,933,1643,856,901,1556,1617,534,1054,1334,1449,633,1413,517,1014,1169,1266,1384,1185,746,1499,805,748,1444,572,958,1156,1648,866,886
1991,942,697,1832,916,2460,458,1207,1307,1181,1177,943,1668,872,911,1588,1639,540,1068,1353,1479,649,1430,535,1036,1190,1297,1422,1211,762,1522,818,751,1472,588,984,1173,1694,882,901
2025,946,707,1860,913,2494,468,1233,1326,1209,1198,956,1674,882,921,1624,1672,544,1090,1359,1506,658,1449,538,1050,1214,1322,1456,1235,782,1549,836,774,1500,599,996,1190,1716,903,906
2066,968,730,1874,918,2534,480,1253,1339,1236,1216,968,1696,900,919,1646,1706,561,1110,1385,1532,677,1475,544,1062,1239,1359,1484,1255,797,1570,850,785,1540,610,1001,1208,1749,919,918
2100,989,747,1906,936,2583,493,1274,1348,1264,1246,981,1723,918,940,1675,1730,570,1134,1410,1563,694,1495,552,1081,1248,1387,1497,1272,815,1599,867,804,1554,621,1009,1215,1778,937,937
2123,1009,768,1928,928,2601,500,1297,1371,1278,1256,994,1761,942,958,1702,1759,571,1149,1440,1599,704,1516,569,1092,1268,1411,1515,1288,820,1634,883,812,1584,625,1027,1222,1793,948,951
2149,1028,777,1941,934,2651,514,1316,1384,1300,1268,1005,1791,954,962,1737,1779,576,1171,1466,1605,720,1544,576,1115,1295,1428,1525,1304,838,1654,903,835,1595,642,1023,1245,1825,964,963
2200,1040,782,1962,946,2702,517,1335,1398,1327,1291,1022,1823,977,969,1777,1804,578,1177,1482,1632,731,1566,586,1137,1317,1447,1533,1329,847,1688,921,846,1624,651,1039,1261,1845,978,980
2228,1054,795,1971,960,2739,530,1367,1421,1347,1317,1040,1844,988,981,1810,1838,585,1192,1503,1665,747,1578,590,1148,1351,1475,1567,1336,856,1699,936,860,1654,661,1063,1282,1883,987,997
2256,1073,809,2001,955,2773,537,1383,1445,1358,1343,1054,1874,1000,989,1844,1857,592,1205,1523,1670,759,1596,594,1161,1379,1506,1584,1361,869,1721,953,882,1670,676,1077,1321,1912,990,1019
2298,1082,814,2027,943,2809,532,1394,1456,1375,1342,1076,1905,1017,996,1874,1870,606,1220,1539,1691,771,1616,599,1177,1394,1520,1603,1377,884,1750,971,904,1688,681,1089,1348,1935,1005,1035
2326,1100,831,2054,950,2853,528,1421,1464,1380,1357,1092,1919,1031,1013,1907,1908,618,1235,1550,1706,778,1643,611,1202,1424,1541,1621,1407,890,1776,992,919,1705,687,1099,1365,1960,1022,1060
2343,1100,843,2072,960,2894,533,1448,1479,1397,1362,1103,1936,1049,1020,1937,1927,619,1254,1565,1713,787,1641,618,1220,1461,1567,1636,1428,901,1805,1004,935,1729,697,1117,1374,1975,1037,1080
2365,1103,853,2093,980,2942,539,1469,1495,1409,1375,1112,1970,1068,1035,1971,1959,625,1269,1586,1744,802,1667,624,1235,1493,1594,1666,1461,916,1821,1019,949,1735,700,1122,1392,1994,1054,1094
2381,1123,875,2120,986,2966,553,1486,1507,1426,1393,1120,1987,1081,1050,1996,1997,639,1280,1614,1776,815,1688,632,1246,1536,1617,1700,1488,932,1844,1021,957,1753,712,1122,1413,2012,1077,1108
2424,1139,888,2144,986,2988,556,1500,1514,1456,1407,1129,2027,1095,1051,2042,2012,657,1285,1640,1805,819,1711,650,1263,1550,1638,1727,1509,945,1862,1035,963,1772,714,1142,1437,2035,1092,1123
2451,1149,898,2171,991,3014,561,1513,1533,1475,1421,1136,2040,1103,1059,2076,2030,667,1301,1670,1821,825,1715,659,1278,1561,1658,1742,1525,960,1885,1057,969,1800,725,1145,1462,2063,1106,1145
2478,1155,921,2183,1009,3044,565,1539,1552,1495,1439,1141,2054,1137,1086,2110,2044,672,1306,1695,1830,822,1715,668,1297,1580,1688,1760,1550,958,1903,1078,966,1822,737,1157,1488,2092,1126,1162
2503,1159,928,2214,1012,3089,572,1541,1558,1516,1473,1157,2075,1145,1080,2146,2066,686,1307,1705,1837,834,1723,673,1318,1606,1708,1782,1564,963,1917,1102,978,1845,742,1177,1510,2116,1137,1176
2537,1180,934,2248,1022,3130,583,1571,1559,1536,1479,1162,2096,1167,1081,2177,2096,697,1312,1727,1848,841,1731,674,1335,1606,1727,1802,1590,983,1930,1109,981,1859,750,1195,1528,2149,1148,1189
2565,1200,946,2266,1017,3153,588,1593,1557,1558,1503,1160,2101,1177,1086,2219,2124,707,1340,1739,1873,851,1739,675,1354,1635,1764,1820,1616,994,1946,1135,996,1887,749,1207,1536,2176,1156,1208
2592,1209,960,2296,1031,3188,598,1610,1577,1572,1518,1169,2125,1192,1089,2256,2135,714,1348,1758,1900,855,1759,680,1366,1656,1782,1843,1631,1002,1973,1153,999,1910,751,1211,1564,2190,1165,1212
2634,1201,963,2309,1039,3211,609,1622,1592,1584,1533,1178,2141,1201,1097,2294,2150,727,1351,1763,1923,871,1761,689,1376,1686,1801,1847,1656,1010,1992,1158,998,1927,756,1225,1584,2205,1166,1205
2639,1209,976,2325,1041,3242,615,1637,1609,1609,1554,1190,2155,1202,1109,2329,2173,734,1378,1781,1946,883,1789,692,1390,1703,1814,1858,1675,1028,2014,1169,1003,1943,770,1242,1592,2236,1182,1214
2668,1226,982,2329,1040,3280,624,1654,1616,1634,1561,1189,2185,1221,1103,2351,2196,736,1375,1792,1969,888,1800,684,1393,1726,1835,1860,1695,1042,2029,1195,1003,1963,785,1255,1608,2246,1200,1232
2696,1235,990,2343,1044,3323,632,1661,1640,1668,1579,1199,2202,1242,1106,2377,2212,756,1392,1803,1988,895,1795,698,1410,1750,1853,1871,1711,1043,2041,1210,1015,1992,799,1265,1619,2267,1203,1247
2727,1246,1000,2355,1046,3351,634,1678,1642,1677,1598,1202,2237,1249,1105,2407,2238,767,1401,1814,2003,900,1809,698,1417,1770,1885,1883,1718,1053,2067,1222,1021,2017,804,1268,1628,2288,1209,1261
2743,1254,1007,2373,1046,3351,639,1703,1656,1699,1608,1221,2259,1269,1104,2436,2259,776,1418,1828,2020,895,1823,701,1433,1793,1916,1885,1734,1067,2082,1229,1020,2018,804,1277,1639,2319,1221,1272
2772,1272,1014,2407,1033,3375,645,1723,1656,1727,1605,1216,2298,1285,1108,2474,2291,783,1432,1833,2031,916,1837,707,1441,1811,1943,1896,1743,1079,2089,1231,1021,2037,809,1287,1655,2352,1234,1282
2781,1273,1024,2442,1042,3386,658,1734,1679,1750,1630,1229,2300,1299,1106,2486,2306,785,1436,1840,2052,925,1849,710,1461,1841,1952,1912,1756,1089,2106,1244,1028,2066,816,1302,1663,2386,1241,1291
2793,1264,1029,2465,1044,3422,664,1751,1684,1768,1653,1242,2320,1319,1111,2501,2327,794,1437,1858,2064,930,1854,717,1474,1851,1981,1924,1777,1106,2126,1255,1032,2081,819,1304,1673,2384,1260,1306
2825,1269,1034,2496,1054,3440,665,1770,1709,1775,1662,1241,2333,1331,1127,2540,2341,796,1436,1872,2070,941,1872,728,1480,1863,1998,1956,1800,1116,2141,1261,1045,2102,831,1326,1686,2411,1267,1305
2856,1266,1035,2512,1064,3476,669,1776,1734,1798,1681,1240,2337,1344,1130,2576,2364,793,1448,1880,2079,948,1881,729,1501,1872,2007,1975,1816,1124,2165,1277,1054,2136,834,1340,1715,2432,1279,1309
2881,1265,1050,2517,1060,3498,674,1782,1725,1811,1699,1245,2334,1353,1127,2612,2394,796,1460,1900,2100,966,1868,731,1519,1888,2035,1984,1828,1134,2180,1284,1055,2168,840,1353,1729,2457,1289,1319
2920,1280,1056,2525,1060,3546,686,1808,1742,1829,1716,1262,2329,1365,1133,2626,2420,801,1476,1920,2121,972,1893,736,1527,1917,2053,2020,1849,1135,2195,1289,1057,2189,831,1356,1748,2482,1298,1323
2953,1279,1068,2572,1069,3572,690,1837,1744,1841,1736,1265,2347,1385,1132,2658,2438,818,1480,1943,2144,979,1910,742,1523,1931,2082,2042,1851,1138,2220,1306,1065,2206,826,1364,1760,2513,1312,1323
2987,1269,1081,2593,1078,3598,695,1865,1766,1866,1747,1275,2369,1392,1144,2697,2469,819,1495,1961,2150,996,1902,743,1532,1948,2106,2053,1857,1140,2247,1313,1067,2215,834,1357,1768,2548,1323,1327
2987,1289,1090,2613,1082,3623,703,1877,1779,1872,1758,1282,2368,1407,1153,2728,2475,822,1503,1988,2180,992,1892,741,1551,1958,2119,2079,1876,1142,2256,1321,1076,2233,829,1364,1770,2580,1331,1334
3016,1293,1099,2624,1084,3644,706,1880,1779,1879,1762,1290,2376,1409,1155,2752,2502,829,1513,2004,2194,994,1887,742,1565,1961,2148,2098,1891,1148,2289,1326,1086,2243,827,1367,1777,2603,1347,1348
3045,1299,1110,2645,1095,3679,710,1902,1775,1899,1782,1310,2394,1421,1138,2784,2531,839,1528,2000,2191,994,1893,745,1563,1984,2171,2109,1894,1165,2300,1346,1087,2261,833,1371,1788,2629,1354,1351
3058,1306,1118,2685,1100,3723,714,1928,1786,1912,1784,1333,2405,1433,1142,2826,2543,848,1546,2013,2208,1002,1918,746,1568,2002,2186,2126,1893,1176,2308,1348,1091,2267,847,1386,1805,2673,1374,1351
3067,1312,1127,2696,1114,3757,731,1941,1801,1925,1793,1331,2406,1434,1146,2849,2561,848,1551,2009,2221,1008,1935,754,1573,2021,2207,2139,1902,1185,2301,1363,1102,2287,862,1398,1824,2688,1375,1368
3091,1318,1128,2722,1116,3762,727,1951,1821,1938,1813,1336,2420,1441,1144,2886,2596,853,1557,2042,2237,1024,1936,762,1588,2046,2205,2152,1922,1197,2301,1368,1115,2307,866,1396,1821,2717,1388,1373
3104,1331,1134,2731,1126,3791,735,1968,1823,1948,1820,1337,2432,1438,1150,2923,2625,867,1580,2062,2263,1038,1932,760,1601,2065,2211,2172,1935,1209,2319,1384,1111,2317,873,1389,1834,2738,1395,1386
3111,1329,1143,2755,1131,3805,746,1996,1825,1981,1822,1358,2445,1441,1157,2949,2650,864,1579,2076,2286,1041,1938,770,1622,2092,2229,2167,1945,1208,2343,1391,1108,2340,881,1392,1832,2757,1408,1396
3122,1338,1147,2774,1139,3848,751,2001,1830,2007,1834,1373,2465,1444,1150,2970,2667,864,1580,2084,2298,1049,1933,773,1632,2108,2245,2176,1964,1209,2357,1402,1103,2360,881,1391,1836,2771,1407,1408
3146,1341,1146,2803,1127,3884,761,2012,1838,2023,1827,1374,2487,1447,1154,3002,2685,868,1588,2104,2316,1052,1939,776,1650,2131,2277,2179,1978,1211,2370,1415,1118,2377,876,1385,1851,2792,1419,1412
3183,1351,1158,2816,1119,3912,771,2038,1848,2043,1829,1385,2494,1459,1147,3029,2714,881,1596,2114,2329,1060,1961,771,1661,2157,2283,2188,1976,1219,2384,1422,1132,2391,873,1398,1865,2823,1425,1421
3201,1351,1163,2821,1139,3922,779,2054,1854,2065,1845,1400,2509,1479,1157,3054,2741,892,1602,2128,2337,1063,1966,778,1669,2171,2290,2208,1994,1233,2385,1431,1136,2406,880,1406,1880,2833,1425,1419
3228,1354,1165,2843,1127,3951,790,2057,1850,2076,1863,1403,2518,1486,1150,3076,2765,899,1608,2150,2340,1065,1974,780,1683,2193,2292,2237,2003,1233,2381,1423,1140,2429,894,1410,1887,2839,1441,1426
3253,1350,1169,2871,1148,3965,798,2051,1862,2094,1888,1425,2520,1493,1147,3104,2777,898,1637,2169,2351,1080,1984,790,1707,2206,2329,2251,2002,1228,2372,1428,1141,2434,896,1421,1889,2859,1444,1446
